Expt,Sample,Species,TreatNum,Light,Treatment,ShortTreat,Feeding,Rep,Day,CellCount,ChlpCell,Fv.Fm,Pmax,Pmax.err,Pmax.p,a,a.err,a.p,Ek,P_I,P_I.C,CryptoCount
4,,M chamaeleon NRMC1802 (fed SM),8,10,"10uE, light, NH4+",NH4,starved,A,3,,,0.521,89.31416423,0.614962379,4.42E-29,1.214142381,0.017959571,4.09E-23,73.56152427,12.06718197,,0
4,,M chamaeleon NRMC1802 (fed SM),8,10,"10uE, light, NH4+",NH4,starved,B,3,,,0.516,87.7674519,0.847836461,4.80E-24,1.200603532,0.021507707,9.13E-20,73.10277672,11.93170392,,0
4,,M chamaeleon NRMC1802 (fed SM),8,10,"10uE, light, NH4+",NH4,starved,C,3,,,0.516,87.38029311,1.026032142,8.25E-24,1.230035316,0.030052883,1.99E-18,71.03884903,12.21974555,,0
4,,M chamaeleon NRMC1802 (fed SM),9,100,"100uE, light, starved",100uE,starved,A,3,,,0.335,66.67204319,1.416872451,2.68E-20,1.312322313,0.085079112,8.07E-12,50.80462514,12.95633124,,0
4,,M chamaeleon NRMC1802 (fed SM),9,100,"100uE, light, starved",100uE,starved,B,3,,,0.357,57.95847535,0.647648124,2.66E-25,1.29951463,0.048593544,6.08E-16,44.60009453,12.78167285,,0
4,,M chamaeleon NRMC1802 (fed SM),9,100,"100uE, light, starved",100uE,starved,C,3,,,0.356,74.25638777,1.026292196,1.21E-23,1.212081804,0.043548615,3.01E-16,61.2635117,12.01430483,,0
4,,M chamaeleon NRMC1802 (fed SM),,10,"10uE,light, control",nutctrl,starved,A,4,,,0.437,44.42323968,0.237645169,4.72E-31,1.382738375,0.029454939,2.80E-20,32.12700283,13.39747829,,0
4,,M chamaeleon NRMC1802 (fed SM),,10,"10uE,light, control",nutctrl,starved,B,4,,,0.443,61.71171084,0.52321689,1.86E-27,1.290186486,0.034894118,1.97E-18,47.83162086,12.7171188,,0
4,,M chamaeleon NRMC1802 (fed SM),,10,"10uE,light, control",nutctrl,starved,C,4,,,0.457,65.12572781,0.640086975,2.65E-26,1.281805483,0.038431124,1.23E-17,50.80780875,12.65506396,,0
4,,M chamaeleon NRMC1802 (fed SM),8,10,"10uE, light, NH4+",NH4,starved,A,4,,,0.511,68.74282193,0.469465491,3.81E-29,1.265004856,0.02497716,7.21E-21,54.34194313,12.50916563,,0
4,,M chamaeleon NRMC1802 (fed SM),8,10,"10uE, light, NH4+",NH4,starved,B,4,,,0.493,66.9097131,0.511345798,2.88E-28,1.26822467,0.028705445,8.27E-20,52.75856454,12.53252201,,0
4,,M chamaeleon NRMC1802 (fed SM),8,10,"10uE, light, NH4+",NH4,starved,C,4,,,0.501,80.66674828,0.972175118,1.03E-24,1.169523731,0.032514956,3.22E-18,68.97401577,11.61397655,,0
4,,M chamaeleon NRMC1802 (fed SM),9,100,"100uE, light, starved",100uE,starved,A,4,,,0.228,75.18625933,1.179226525,1.17E-22,1.229638336,0.050226858,2.86E-15,61.1450189,12.18791258,,0
4,,M chamaeleon NRMC1802 (fed SM),9,100,"100uE, light, starved",100uE,starved,B,4,,,0.234,73.12974862,1.17351721,1.76E-22,1.175222402,0.04830141,3.19E-15,62.22630585,11.65208855,,0
4,,M chamaeleon NRMC1802 (fed SM),9,100,"100uE, light, starved",100uE,starved,C,4,,,0.246,84.08660818,1.625474732,4.94E-21,1.131150772,0.046413679,3.10E-15,74.33722387,11.24376627,,0
