Sample,Organism,TreatNum,Treatment,ShortTreat,Rep,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,FvFm-dark,Sigma-dark,ETR
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.008,3/22/21,71193,55.3,29940,40769,42771,10829,12831,0.266,0.3,90.4,0.42,0.42,1063,0.28,10072,0.3,15509,--------,-------,4630,7906,0,30448,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26058.6,0.74,0.448,115.7,46.65398781
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.009,3/22/21,71230,67.1,31273,40917,42754,9645,11482,0.236,0.269,90.8,0.44,0.39,1088,0.31,12280,0.3,14146,--------,-------,5994,8443,0,31734,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26888.7,0.69,0.448,115.7,50.22460464
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.010,3/22/21,71267,78.8,30764,39315,40878,8551,10115,0.218,0.247,88.3,0.44,0.37,1091,0.32,12412,0.31,14372,--------,-------,6297,8792,0,31195,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26350.2,0.66,0.448,115.7,54.48346437
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.011,3/22/21,71304,90.6,29592,36951,38274,7359,8683,0.199,0.227,87.9,0.44,0.37,1113,0.32,13289,0.31,14244,--------,-------,6757,9042,0,29939,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25372.3,0.64,0.448,115.7,57.18251831
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.012,3/22/21,71341,102.3,28851,35240,36354,6389,7503,0.181,0.206,87.8,0.44,0.36,1139,0.36,13465,0.28,14274,--------,-------,7376,9301,0,29159,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24770.9,0.61,0.448,115.7,58.72678313
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.013,3/22/21,71378,114.1,28424,33961,34950,5537,6525,0.163,0.187,89.1,0.46,0.34,1141,0.4,14407,0.25,14878,--------,-------,8288,9969,0,28713,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24486.9,0.58,0.448,115.7,58.98685649
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.014,3/22/21,71415,125.9,28363,33547,34443,5185,6081,0.155,0.177,86.6,0.44,0.36,1138,0.39,14914,0.25,15189,--------,-------,8346,10083,0,28652,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24551.7,0.58,0.448,115.7,61.89270046
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.015,3/22/21,71451,137.6,27951,32546,33285,4594,5334,0.141,0.16,88.7,0.48,0.32,1166,0.45,14942,0.22,15580,--------,-------,9202,10609,0,28193,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24283.9,0.56,0.448,115.7,61.53462385
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.016,3/22/21,71488,149.4,27412,31667,32339,4256,4927,0.134,0.152,86.3,0.45,0.33,1140,0.45,15352,0.22,15777,--------,-------,9335,10771,0,27671,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23899.8,0.55,0.448,115.7,63.49468887
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.017,3/22/21,71525,161.2,25806,29575,30105,3769,4299,0.127,0.143,86.5,0.45,0.33,1179,0.43,15822,0.24,16293,--------,-------,9428,11088,0,26024,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22589.3,0.54,0.448,115.7,64.93080124
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.018,3/22/21,71562,172.9,25165,28406,28917,3241,3753,0.114,0.13,90.6,0.49,0.31,1111,0.54,17128,0.15,17523,--------,-------,11307,12234,0,25365,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22083.2,0.51,0.448,115.7,62.51465636
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.019,3/22/21,71599,184.7,24759,27715,28130,2956,3370,0.107,0.12,89.6,0.48,0.31,1184,0.55,17493,0.14,18640,--------,-------,11660,12651,0,24984,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21833.5,0.5,0.448,115.7,62.68053242
43,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,A,hm032221.020,3/22/21,71636,196.5,24326,27146,27532,2820,3206,0.104,0.116,87.6,0.46,0.32,1133,0.53,18004,0.15,18577,--------,-------,11712,12760,0,24522,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21552.3,0.5,0.448,115.7,64.81535405
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.021,3/22/21,71716,0,32036,58582,64853,26546,32818,0.453,0.506,115.4,0.45,0.41,229,0.43,1438,0.16,25221,--------,-------,843,4788,0,33321,0.04,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,35194,1,0.453,115.4,0
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.022,3/22/21,71752,5,33092,56389,61165,23297,28072,0.413,0.459,108.3,0.43,0.37,345,0.4,1917,0.23,20769,--------,-------,1152,5665,0,34278,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,33904.5,1.04,0.453,115.4,6.460324328
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.023,3/22/21,71789,10,34481,57501,62235,23020,27755,0.4,0.446,97.5,0.4,0.45,692,0.25,4062,0.29,18176,--------,-------,1900,6679,0,35589,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,34035,0.98,0.453,115.4,12.51394543
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.024,3/22/21,71826,15,33119,54008,58159,20889,25040,0.387,0.431,96.5,0.4,0.46,729,0.27,5100,0.27,18812,--------,-------,2319,6783,0,34103,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,31821,0.94,0.453,115.4,18.16086331
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.025,3/22/21,71863,20,31344,49744,53288,18400,21944,0.37,0.412,96.8,0.41,0.45,708,0.25,4254,0.29,18382,--------,-------,1982,6767,0,32216,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29702.3,0.92,0.453,115.4,23.15079905
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.026,3/22/21,71900,31.8,32151,47615,50726,15464,18575,0.325,0.366,93.7,0.4,0.46,895,0.29,8938,0.25,18016,--------,-------,3986,7447,0,32859,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29246.7,0.84,0.453,115.4,32.33290651
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.027,3/22/21,71937,43.5,31268,44241,46813,12972,15544,0.293,0.332,92.4,0.41,0.44,980,0.28,10420,0.27,15845,--------,-------,4663,7714,0,31859,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27722.7,0.79,0.453,115.4,39.87412287
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.028,3/22/21,71974,55.3,31710,43255,45606,11545,13896,0.267,0.305,90.2,0.41,0.41,981,0.33,11618,0.26,14330,--------,-------,5698,7906,0,32216,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27687.4,0.74,0.453,115.4,46.19241392
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.029,3/22/21,72011,67.1,31919,41863,43875,9944,11956,0.238,0.273,91.7,0.42,0.39,1039,0.33,12567,0.28,14073,--------,-------,6299,8497,0,32362,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27501.6,0.69,0.453,115.4,49.96130143
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.030,3/22/21,72048,78.8,32050,40873,42656,8823,10606,0.216,0.249,89.5,0.43,0.37,1027,0.36,13123,0.27,14468,--------,-------,6992,9020,0,32500,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27416.7,0.66,0.453,115.4,53.2493406
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.031,3/22/21,72085,90.6,31295,39050,40599,7755,9304,0.199,0.229,89.8,0.43,0.36,1043,0.38,13430,0.26,14290,--------,-------,7388,9177,0,31724,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26793.4,0.63,0.453,115.4,56.40473194
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.032,3/22/21,72122,102.3,31174,38045,39360,6871,8185,0.181,0.208,90.7,0.45,0.34,1062,0.39,13916,0.26,14450,--------,-------,7927,9644,0,31529,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26790.6,0.61,0.453,115.4,57.92799194
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.033,3/22/21,72158,114.1,29953,36029,37130,6076,7177,0.169,0.193,89.5,0.43,0.35,1079,0.38,13839,0.27,14301,--------,-------,7784,9549,0,30256,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25826,0.6,0.453,115.4,60.32628959
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.034,3/22/21,72195,125.9,28914,34242,35176,5328,6262,0.156,0.178,89.5,0.44,0.34,1093,0.4,14380,0.27,14857,--------,-------,8271,10021,0,29215,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25006.4,0.58,0.453,115.4,61.44472346
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.035,3/22/21,72232,137.6,28553,33427,34321,4873,5768,0.146,0.168,87.7,0.43,0.33,1020,0.41,14309,0.25,15439,--------,-------,8366,10169,0,28852,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24863.4,0.57,0.453,115.4,62.85003953
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.036,3/22/21,72269,149.4,27553,31941,32671,4388,5118,0.137,0.157,87.5,0.42,0.34,1078,0.44,15320,0.22,15728,--------,-------,9083,10541,0,27813,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24135.2,0.56,0.453,115.4,64.03323307
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.037,3/22/21,72306,161.2,26331,30237,30882,3906,4551,0.129,0.147,88.1,0.43,0.34,1099,0.44,15648,0.22,15939,--------,-------,9301,10787,0,26545,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23179.3,0.55,0.453,115.4,65.05624811
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.038,3/22/21,72343,172.9,25826,29229,29809,3403,3983,0.116,0.134,93.1,0.47,0.32,1103,0.49,16157,0.2,16573,--------,-------,10220,11472,0,26035,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22811.4,0.53,0.453,115.4,62.74617378
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.039,3/22/21,72380,184.7,24768,27957,28470,3189,3701,0.114,0.13,88.9,0.46,0.32,1090,0.52,16501,0.16,16724,--------,-------,10584,11564,0,24939,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21913.6,0.53,0.453,115.4,65.87278305
44,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,B,hm032221.040,3/22/21,72417,196.5,24447,27420,27908,2973,3461,0.108,0.124,89.5,0.45,0.32,1054,0.51,16494,0.17,16710,--------,-------,10488,11551,0,24614,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21744.9,0.52,0.453,115.4,66.39273748
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.041,3/22/21,72589,0,33416,61007,68199,27591,34783,0.452,0.51,114.9,0.45,0.42,233,0.43,1401,0.15,27042,--------,-------,828,4763,0,34809,0.04,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,37381.3,1,0.452,114.9,0
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.042,3/22/21,72626,5,30993,52525,57573,21533,26580,0.41,0.462,106.9,0.44,0.38,319,0.4,1801,0.22,21068,--------,-------,1080,5574,0,32014,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,32070.7,1.05,0.452,114.9,6.399736805
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.043,3/22/21,72662,10,28697,47516,51585,18819,22888,0.396,0.444,98.7,0.41,0.45,645,0.25,3892,0.3,18190,--------,-------,1791,6694,0,29576,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,28570,0.99,0.452,114.9,12.36241841
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.044,3/22/21,72699,15,27916,44933,48412,17016,20495,0.379,0.423,98,0.41,0.47,743,0.27,6418,0.26,19358,--------,-------,2797,7075,0,28706,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26921.1,0.94,0.452,114.9,17.7475628
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.045,3/22/21,72736,20,27086,42771,45896,15686,18810,0.367,0.41,98.6,0.42,0.45,678,0.26,4596,0.29,18846,--------,-------,2097,6901,0,27798,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25833.6,0.93,0.452,114.9,22.91417959
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.046,3/22/21,72773,31.8,26954,40174,42746,13219,15792,0.329,0.369,95.1,0.42,0.46,837,0.3,8686,0.24,18757,--------,-------,3943,7457,0,27595,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24765.2,0.86,0.452,114.9,32.66113483
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.047,3/22/21,72810,43.5,27216,38832,41159,11615,13942,0.299,0.339,93.4,0.41,0.43,877,0.31,9211,0.26,18267,--------,-------,4348,7916,0,27769,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24307.7,0.8,0.452,114.9,40.60398866
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.048,3/22/21,72847,55.3,29639,40727,42953,11088,13314,0.272,0.31,92.3,0.41,0.41,919,0.34,10260,0.25,16935,--------,-------,5185,8150,0,30182,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25955.6,0.75,0.452,114.9,46.95721031
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.049,3/22/21,72884,67.1,30041,39886,41890,9845,11849,0.247,0.283,92.9,0.43,0.38,936,0.35,11099,0.26,15616,--------,-------,5799,8395,0,30507,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26023.3,0.71,0.452,114.9,51.74015507
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.050,3/22/21,72921,78.8,29997,38787,40541,8790,10544,0.227,0.26,92.6,0.43,0.36,952,0.36,11427,0.28,15221,--------,-------,6159,8657,0,30399,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25803.1,0.68,0.452,114.9,55.84191809
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.051,3/22/21,72958,90.6,31002,38938,40571,7935,9569,0.204,0.236,91.9,0.44,0.35,938,0.38,12317,0.27,14989,--------,-------,6877,9032,0,31435,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26659,0.65,0.452,114.9,57.69877831
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.052,3/22/21,72995,102.3,30614,37883,39316,7269,8702,0.192,0.221,91.5,0.43,0.35,985,0.4,12806,0.25,14510,--------,-------,7272,9099,0,30996,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26403.6,0.63,0.452,114.9,61.31759533
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.053,3/22/21,73032,114.1,31738,38515,39868,6777,8130,0.176,0.204,92.8,0.44,0.33,969,0.41,13207,0.26,14733,--------,-------,7701,9517,0,32101,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27427.2,0.61,0.452,114.9,62.69119738
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.054,3/22/21,73068,125.9,31237,37564,38741,6327,7504,0.168,0.194,88.8,0.43,0.35,1034,0.4,14066,0.25,15212,--------,-------,8039,9858,0,31582,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27095.5,0.6,0.452,114.9,66.03029908
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.055,3/22/21,73105,137.6,29654,35333,36404,5679,6749,0.161,0.185,89.3,0.43,0.35,995,0.4,13386,0.26,16115,--------,-------,7648,9807,0,29953,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25846,0.6,0.452,114.9,69.15961429
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.056,3/22/21,73142,149.4,27980,32850,33741,4870,5761,0.148,0.171,91.2,0.45,0.34,1029,0.45,15132,0.21,15561,--------,-------,9092,10466,0,28263,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24408.8,0.58,0.452,114.9,69.027249
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.057,3/22/21,73179,161.2,26867,31278,32056,4411,5189,0.141,0.162,89.6,0.44,0.33,990,0.41,14649,0.25,15503,--------,-------,8559,10305,0,27105,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23576.7,0.57,0.452,114.9,70.95653551
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.058,3/22/21,73216,172.9,26064,29950,30666,3886,4603,0.13,0.15,91.9,0.46,0.32,974,0.45,14498,0.23,17003,--------,-------,8918,10744,0,26304,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23004.9,0.56,0.452,114.9,70.16921179
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.059,3/22/21,73253,184.7,25386,28891,29522,3505,4136,0.121,0.14,94.5,0.47,0.32,1028,0.48,15417,0.21,18186,--------,-------,9664,11435,0,25605,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22513.1,0.55,0.452,114.9,69.76868192
45,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,C,hm032221.060,3/22/21,73290,196.5,24733,28081,28655,3348,3922,0.119,0.137,86.8,0.43,0.34,1028,0.49,16204,0.18,16560,--------,-------,9992,11163,0,24958,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21976.5,0.55,0.452,114.9,72.99914419
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.061,3/22/21,73353,0,30308,56452,63302,26144,32993,0.463,0.521,114.3,0.45,0.42,230,0.43,1389,0.15,27831,--------,-------,820,4757,0,31735,0.04,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,34224.7,1,0.463,114.3,0
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.062,3/22/21,73390,5,31755,54511,59725,22756,27970,0.417,0.468,107.7,0.44,0.38,340,0.39,1771,0.23,20944,--------,-------,1068,5726,0,32926,0.04,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,33090.5,1.06,0.463,114.3,6.321177089
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.063,3/22/21,73426,10,34676,58032,63497,23356,28821,0.402,0.454,98.6,0.4,0.46,661,0.24,4342,0.3,18496,--------,-------,1921,6958,0,35846,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,34619.3,1,0.463,114.3,12.18759324
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.064,3/22/21,73463,15,33576,54627,59207,21050,25630,0.385,0.433,99,0.41,0.46,709,0.26,5528,0.29,18962,--------,-------,2450,7192,0,34668,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,32441.5,0.95,0.463,114.3,17.50829625
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.065,3/22/21,73500,20,30902,49570,53421,18668,22520,0.377,0.422,99.8,0.41,0.46,663,0.25,4616,0.29,18630,--------,-------,2072,6889,0,31798,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29524,0.93,0.463,114.3,22.85931667
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.066,3/22/21,73537,31.8,32517,48819,52243,16302,19727,0.334,0.378,97,0.42,0.45,795,0.3,8361,0.26,18334,--------,-------,3810,7523,0,33293,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29732.8,0.85,0.463,114.3,32.20071276
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.067,3/22/21,73574,43.5,32995,47262,50210,14267,17215,0.302,0.343,95.8,0.41,0.42,883,0.32,9914,0.26,17000,--------,-------,4779,7928,0,33700,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29286.7,0.79,0.463,114.3,39.82796327
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.068,3/22/21,73611,55.3,32373,44587,47154,12214,14781,0.274,0.313,94.5,0.42,0.4,885,0.35,10518,0.25,16728,--------,-------,5395,8265,0,32950,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,28197.3,0.75,0.463,114.3,45.93752494
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.069,3/22/21,73648,67.1,33601,44584,46878,10983,13277,0.246,0.283,92.6,0.42,0.37,898,0.38,11175,0.25,15523,--------,-------,6105,8502,0,34120,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,28865.4,0.7,0.463,114.3,50.04371307
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.070,3/22/21,73685,78.8,32473,42193,44192,9720,11719,0.23,0.265,92.4,0.42,0.36,909,0.37,11756,0.27,14372,--------,-------,6385,8516,0,32965,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27837.1,0.68,0.463,114.3,54.94724871
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.071,3/22/21,73722,90.6,31122,39531,41185,8409,10063,0.213,0.244,92.4,0.41,0.36,961,0.37,11777,0.27,16106,--------,-------,6406,9008,0,31585,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26618,0.65,0.463,114.3,58.50590467
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.072,3/22/21,73759,102.3,32026,39626,41147,7599,9121,0.192,0.222,92.9,0.44,0.34,980,0.4,12720,0.26,14993,--------,-------,7263,9266,0,32426,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27510.1,0.63,0.463,114.3,59.54821675
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.073,3/22/21,73796,114.1,31364,38102,39468,6738,8104,0.177,0.205,93,0.45,0.33,948,0.41,12133,0.26,16275,--------,-------,7121,9538,0,31727,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27018.3,0.61,0.463,114.3,61.22810367
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.074,3/22/21,73833,125.9,30107,36150,37319,6043,7212,0.167,0.193,91.9,0.44,0.34,979,0.39,13166,0.27,14945,--------,-------,7505,9502,0,30427,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26126.2,0.6,0.463,114.3,63.74323485
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.075,3/22/21,73869,137.6,28994,34246,35312,5252,6317,0.153,0.179,94.5,0.46,0.33,974,0.41,12857,0.26,16719,--------,-------,7566,9945,0,29275,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25283.7,0.59,0.463,114.3,63.82660769
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.076,3/22/21,73906,149.4,28344,33052,33977,4708,5633,0.142,0.166,94.2,0.46,0.32,951,0.42,12730,0.26,17780,--------,-------,7628,10308,0,28654,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24801.4,0.57,0.463,114.3,64.3177495
,M chamaeleon NRMC1802 (fed SM),3,"10uE, light, 24h post-feeding",fed24,D,hm032221.077,3/22/21,73943,161.2,27553,31929,32733,4375,5180,0.137,0.158,91.6,0.45,0.33,1011,0.44,14703,0.23,16274,--------,-------,8803,10506,0,27824,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24181,0.56,0.463,114.3,66.95415027
