Sample,Organism,TreatNum,Treatment,ShortTreat,Rep,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,FvFm-dark,Sigma-dark,ETR
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.001,3/21/21,57992,0,27205,34927,36385,7722,9180,0.221,0.252,136.2,0.38,0.36,222,0.47,1681,0.16,26564,--------,-------,1049,5247,0,27758,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27664,1,0.221,136.2,0
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.002,3/21/21,58029,5,26389,32617,33857,6228,7467,0.191,0.221,126.8,0.42,0.28,222,0.51,1693,0.21,24323,--------,-------,1169,6090,0,26948,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26184.7,0.97,0.221,136.2,7.227945415
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.003,3/21/21,58066,10,25326,30836,31843,5510,6517,0.179,0.205,119.6,0.4,0.25,326,0.48,2054,0.27,23059,--------,-------,1464,7344,0,25833,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24824.4,0.92,0.221,136.2,13.54766732
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.004,3/21/21,58103,15,24583,29589,30525,5006,5942,0.169,0.195,115.7,0.4,0.24,446,0.45,2387,0.31,21398,--------,-------,1722,7787,0,25026,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23874.8,0.88,0.221,136.2,19.1862216
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.005,3/21/21,58140,20,23903,28614,29473,4711,5570,0.165,0.189,112.9,0.38,0.23,426,0.48,2363,0.29,22792,--------,-------,1745,7841,0,24305,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23171.4,0.87,0.221,136.2,24.97614646
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.006,3/21/21,58177,31.8,24040,28117,28810,4077,4770,0.145,0.166,101.7,0.37,0.31,925,0.29,2871,0.4,18979,--------,-------,1868,8758,0,24405,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22833.8,0.77,0.221,136.2,34.89848828
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.007,3/21/21,58214,43.5,23734,27122,27706,3388,3972,0.125,0.143,104.6,0.41,0.33,1243,0.21,2907,0.47,17978,--------,-------,1885,9403,0,24064,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22274.6,0.7,0.221,136.2,41.15387769
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.008,3/21/21,58251,55.3,23451,26418,26953,2967,3502,0.112,0.13,104,0.44,0.32,1315,0.22,4219,0.46,20431,--------,-------,2488,10728,0,23769,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21756.5,0.64,0.221,136.2,46.87644264
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.009,3/21/21,58288,67.1,22962,25567,26037,2605,3075,0.102,0.118,104.7,0.47,0.32,1362,0.19,5162,0.49,19458,--------,-------,2789,10946,0,23219,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21080.7,0.58,0.221,136.2,51.80052776
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.010,3/21/21,58325,78.8,22270,24697,25110,2426,2840,0.098,0.113,98,0.42,0.26,1172,0.26,3839,0.49,20311,--------,-------,2504,11199,0,22552,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,20330.6,0.56,0.221,136.2,58.44721013
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.011,3/21/21,58361,90.6,21980,24140,24481,2161,2502,0.09,0.102,96.4,0.45,0.36,1619,0.2,7619,0.43,23636,--------,-------,3771,12410,0,22246,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19960.5,0.52,0.221,136.2,61.71378735
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.012,3/21/21,58398,102.3,22086,23921,24209,1834,2123,0.077,0.088,100.5,0.49,0.35,1709,0.2,12253,0.46,21273,--------,-------,5549,12741,0,22298,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,20010.8,0.47,0.221,136.2,59.6180616
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.013,3/21/21,58435,114.1,22152,23816,24075,1664,1924,0.07,0.08,99.6,0.5,0.31,1812,0.2,7915,0.49,27668,--------,-------,4245,15766,0,22373,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,20064.2,0.44,0.221,136.2,60.44984297
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.014,3/21/21,58472,125.9,21882,23384,23614,1502,1732,0.064,0.073,102.7,0.54,0.33,2053,0.21,16487,0.46,26723,--------,-------,7773,16489,0,22109,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19737,0.41,0.221,136.2,60.98418113
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.015,3/21/21,58509,137.6,21712,23106,23327,1394,1615,0.06,0.069,99.9,0.53,0.31,2053,0.21,11811,0.48,28183,--------,-------,5969,16596,0,21915,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19608.7,0.4,0.221,136.2,62.48577733
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.016,3/21/21,58546,149.4,21200,22439,22620,1240,1420,0.055,0.063,103.1,0.55,0.31,2171,0.28,17125,0.4,28369,--------,-------,9282,16995,0,21377,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19196.2,0.38,0.221,136.2,62.19060469
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.017,3/21/21,58583,161.2,20839,22009,22206,1170,1367,0.053,0.062,94.7,0.54,0.32,1942,0.32,16186,0.36,30766,--------,-------,9052,16919,0,21005,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18910.8,0.38,0.221,136.2,64.66248634
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.018,3/21/21,58620,172.9,20611,21682,21844,1071,1233,0.049,0.056,98.9,0.57,0.29,2060,0.36,22271,0.35,28822,--------,-------,13288,18751,0,20777,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18732.2,0.36,0.221,136.2,64.1213365
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.019,3/21/21,58657,184.7,20775,21731,21869,956,1094,0.044,0.05,103,0.59,0.28,2269,0.37,22347,0.35,36608,--------,-------,13628,21587,0,20940,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18999.8,0.35,0.221,136.2,61.50792335
37,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,A,hm032121.020,3/21/21,58694,196.5,20485,21334,21459,849,974,0.04,0.045,101.8,0.61,0.26,2105,0.5,22703,0.24,43879,--------,-------,15641,22353,0,20647,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18840.2,0.34,0.221,136.2,59.48863975
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.021,3/21/21,58815,0,28096,37791,40172,9695,12076,0.257,0.301,143.4,0.33,0.38,207,0.47,1538,0.16,27614,--------,-------,943,5196,0,28898,0.03,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29376,1,0.257,143.4,0
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.022,3/21/21,58852,5,27664,35060,37075,7396,9410,0.211,0.254,126.5,0.39,0.29,235,0.49,1745,0.21,22118,--------,-------,1181,5636,0,28185,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27908.9,1.03,0.257,143.4,7.229281672
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.023,3/21/21,58889,10,26573,32837,34369,6265,7796,0.191,0.227,115.5,0.37,0.32,485,0.43,2783,0.25,21047,--------,-------,1793,6600,0,26999,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26384.8,0.97,0.257,143.4,13.08808341
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.024,3/21/21,58926,15,24762,30218,31383,5457,6621,0.181,0.211,110.7,0.36,0.36,729,0.37,3851,0.27,21165,--------,-------,2323,7389,0,25136,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24252.3,0.91,0.257,143.4,18.60426515
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.025,3/21/21,58963,20,23098,27832,28758,4734,5660,0.17,0.197,110.8,0.37,0.4,823,0.32,4086,0.28,20617,--------,-------,2257,7359,0,23441,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22499.9,0.89,0.257,143.4,23.29815894
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.026,3/21/21,58999,31.8,23674,27624,28507,3950,4833,0.143,0.17,104.5,0.4,0.39,1028,0.28,5815,0.33,18526,--------,-------,3021,8184,0,23923,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22620.2,0.79,0.257,143.4,31.16060234
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.027,3/21/21,59036,43.5,23374,26775,27507,3401,4134,0.127,0.15,102.1,0.41,0.37,1199,0.28,6239,0.35,20433,--------,-------,3401,9365,0,23631,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22080,0.72,0.257,143.4,37.85608208
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.028,3/21/21,59073,55.3,23256,26330,27022,3074,3766,0.117,0.139,101.3,0.43,0.35,1232,0.31,6541,0.34,20228,--------,-------,3714,9316,0,23461,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21730.1,0.67,0.257,143.4,44.33571123
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.029,3/21/21,59110,67.1,22389,25043,25609,2653,3220,0.106,0.126,103.5,0.46,0.34,1320,0.24,7552,0.42,17428,--------,-------,3888,9581,0,22561,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,20716.1,0.61,0.257,143.4,48.73837803
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.030,3/21/21,59147,78.8,22090,24451,24968,2360,2877,0.097,0.115,102.1,0.47,0.32,1294,0.33,7310,0.36,21604,--------,-------,4355,10487,0,22264,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,20372.3,0.58,0.257,143.4,52.37700226
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.031,3/21/21,59184,90.6,22482,24669,25160,2188,2678,0.089,0.106,100.5,0.47,0.31,1332,0.34,7639,0.35,22986,--------,-------,4663,11109,0,22648,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,20695.8,0.55,0.257,143.4,55.25363965
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.032,3/21/21,59221,102.3,22490,24494,24921,2005,2431,0.082,0.098,98.1,0.45,0.33,1538,0.29,8316,0.38,22129,--------,-------,4725,11319,0,22646,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,20616,0.52,0.257,143.4,57.48204003
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.033,3/21/21,59258,114.1,22549,24368,24742,1819,2193,0.075,0.089,100.2,0.5,0.24,1265,0.46,8290,0.3,33350,--------,-------,5857,14047,0,22726,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,20609.9,0.48,0.257,143.4,58.63941034
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.034,3/21/21,59295,125.9,22181,23785,24140,1604,1959,0.067,0.081,105.6,0.52,0.31,1699,0.28,10121,0.41,23603,--------,-------,5670,13112,0,22324,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,20279,0.46,0.257,143.4,57.80204709
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.035,3/21/21,59332,137.6,21785,23319,23615,1534,1830,0.066,0.078,100.8,0.49,0.32,1701,0.31,9948,0.37,25034,--------,-------,5731,12898,0,21915,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19957.4,0.46,0.257,143.4,62.23075301
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.036,3/21/21,59369,149.4,21623,22955,23213,1331,1589,0.058,0.068,102.4,0.54,0.31,1923,0.25,11853,0.44,29652,--------,-------,6333,16598,0,21776,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19856.7,0.43,0.257,143.4,59.37741378
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.037,3/21/21,59405,161.2,21701,22951,23173,1249,1472,0.054,0.064,104.3,0.55,0.29,1928,0.35,13770,0.36,40079,--------,-------,8423,19799,0,21864,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19907.1,0.41,0.257,143.4,59.64876881
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.038,3/21/21,59442,172.9,21273,22384,22615,1110,1341,0.05,0.059,103.7,0.55,0.29,1823,0.31,12555,0.41,31211,--------,-------,7340,17041,0,21389,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19629,0.4,0.257,143.4,59.23899531
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.039,3/21/21,59479,184.7,20634,21673,21877,1038,1243,0.048,0.057,104.3,0.56,0.28,1867,0.39,15586,0.33,40037,--------,-------,9861,19687,0,20766,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19054.4,0.4,0.257,143.4,60.75063468
38,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,B,hm032121.040,3/21/21,59516,196.5,20648,21628,21832,980,1183,0.045,0.054,100.7,0.6,0.27,1844,0.47,22699,0.26,33477,--------,-------,15093,19933,0,20781,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19101.1,0.39,0.257,143.4,60.59234425
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.041,3/21/21,59744,0,30133,40021,43126,9888,12993,0.247,0.301,142.1,0.33,0.39,197,0.46,1499,0.15,28565,--------,-------,904,4927,0,30827,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,31828.8,1,0.247,142.1,0
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.042,3/21/21,59781,5,29273,36477,38851,7204,9578,0.198,0.247,125.9,0.4,0.3,251,0.48,1753,0.22,22970,--------,-------,1175,6030,0,29740,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29791.5,1.08,0.247,142.1,6.994537098
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.043,3/21/21,59818,10,27565,33832,35726,6267,8160,0.185,0.228,116.3,0.37,0.27,374,0.42,2184,0.31,19839,--------,-------,1483,7136,0,27965,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27554.7,1,0.247,142.1,13.07059963
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.044,3/21/21,59855,15,25226,30746,32122,5521,6897,0.18,0.215,113.1,0.35,0.32,632,0.34,3051,0.33,19053,--------,-------,1887,7635,0,25590,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24886.4,0.94,0.247,142.1,19.07601027
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.045,3/21/21,59892,20,24330,29343,30599,5013,6269,0.171,0.205,114.2,0.37,0.29,558,0.39,2834,0.31,19835,--------,-------,1860,7491,0,24654,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23898.2,0.92,0.247,142.1,24.16294634
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.046,3/21/21,59929,31.8,24370,28483,29596,4114,5226,0.144,0.177,107.1,0.38,0.31,719,0.31,3514,0.38,18719,--------,-------,2121,8353,0,24684,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23596.2,0.84,0.247,142.1,32.35291341
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.047,3/21/21,59966,43.5,24322,27855,28759,3533,4437,0.127,0.154,110.1,0.43,0.34,1046,0.23,4855,0.44,19851,--------,-------,2567,10099,0,24596,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23171.4,0.75,0.247,142.1,39.03163656
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.048,3/21/21,60002,55.3,23977,27078,27834,3101,3856,0.115,0.139,104.5,0.41,0.35,1165,0.24,6618,0.41,19947,--------,-------,3387,10199,0,24232,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22619.6,0.7,0.247,142.1,44.93106937
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.049,3/21/21,60039,67.1,24672,27503,28199,2831,3527,0.103,0.125,106.8,0.43,0.31,1260,0.2,4479,0.49,19613,--------,-------,2513,10873,0,24886,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23135.8,0.65,0.247,142.1,48.82964065
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.050,3/21/21,60076,78.8,24635,27250,27899,2614,3263,0.096,0.117,103.2,0.42,0.37,1356,0.2,8256,0.42,20089,--------,-------,3781,10668,0,24851,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22995.8,0.61,0.247,142.1,53.44674166
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.051,3/21/21,60113,90.6,24600,26900,27477,2300,2877,0.086,0.105,107.2,0.48,0.36,1515,0.16,10145,0.48,19344,--------,-------,4228,11474,0,24808,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22848.5,0.57,0.247,142.1,55.04912652
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.052,3/21/21,60150,102.3,24484,26620,27153,2136,2669,0.08,0.098,106.2,0.48,0.31,1375,0.21,6861,0.48,21463,--------,-------,3634,12169,0,24661,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22731.3,0.55,0.247,142.1,57.82150668
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.053,3/21/21,60187,114.1,24516,26569,27035,2052,2519,0.077,0.093,99.8,0.46,0.37,1617,0.24,11686,0.39,23701,--------,-------,5579,12570,0,24703,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22701.2,0.53,0.247,142.1,62.07263089
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.054,3/21/21,60224,125.9,24833,26700,27147,1866,2314,0.07,0.085,106.2,0.48,0.36,1781,0.21,14527,0.43,20164,--------,-------,6424,12355,0,24998,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23023.5,0.51,0.247,142.1,62.26551055
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.055,3/21/21,60261,137.6,24863,26618,27060,1755,2196,0.066,0.081,101.5,0.47,0.37,1694,0.32,16831,0.31,21190,--------,-------,8672,12524,0,25030,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23134.6,0.5,0.247,142.1,64.16322031
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.056,3/21/21,60298,149.4,24573,26144,26532,1571,1959,0.06,0.074,106.2,0.53,0.34,1704,0.28,16685,0.38,26033,--------,-------,8436,15160,0,24741,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22849.1,0.48,0.247,142.1,63.33235409
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.057,3/21/21,60335,161.2,24215,25695,26066,1480,1851,0.058,0.071,106.3,0.51,0.35,1830,0.3,21358,0.35,25055,--------,-------,10807,15837,0,24375,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22498,0.46,0.247,142.1,66.05669096
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.058,3/21/21,60372,172.9,24015,25362,25697,1347,1682,0.053,0.065,102.4,0.51,0.34,1812,0.4,22856,0.26,26358,--------,-------,13123,16570,0,24183,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22440.9,0.46,0.247,142.1,64.74327233
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.059,3/21/21,60409,184.7,23120,24364,24700,1244,1580,0.051,0.064,102.1,0.51,0.34,1684,0.37,20996,0.29,22985,--------,-------,11827,15110,0,23265,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21674.9,0.46,0.247,142.1,66.55196071
39,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,C,hm032121.060,3/21/21,60445,196.5,22680,23824,24084,1144,1404,0.048,0.058,100.1,0.52,0.32,1704,0.49,24075,0.19,29276,--------,-------,15266,17946,0,22820,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21314,0.46,0.247,142.1,66.63886253
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.061,3/21/21,63419,0,26182,34705,37567,8523,11385,0.246,0.303,143.7,0.36,0.41,219,0.44,1658,0.15,24961,--------,-------,968,4676,0,26843,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27535.1,1,0.246,143.7,0
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.062,3/21/21,63455,5,24118,30155,32191,6037,8073,0.2,0.251,129.3,0.41,0.33,244,0.48,1756,0.19,22192,--------,-------,1143,5168,0,24509,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24609,1.09,0.246,143.7,7.17378439
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.063,3/21/21,63492,10,23643,29128,30709,5485,7066,0.188,0.23,124.4,0.4,0.33,412,0.45,2371,0.22,23067,--------,-------,1554,6292,0,24008,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23893.3,1.05,0.246,143.7,13.48671465
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.064,3/21/21,63529,15,22749,27906,29230,5156,6481,0.185,0.222,121,0.38,0.4,649,0.37,3508,0.23,22085,--------,-------,2028,6726,0,23132,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22725.8,1,0.246,143.7,19.90725168
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.065,3/21/21,63566,20,21785,26541,27895,4757,6110,0.179,0.219,120.3,0.37,0.34,514,0.42,2974,0.23,21575,--------,-------,1874,6429,0,22137,0.02,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21652.8,0.97,0.246,143.7,25.68214812
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.066,3/21/21,63603,31.8,22537,26809,28052,4273,5516,0.159,0.197,115.4,0.38,0.31,615,0.39,3137,0.3,19466,--------,-------,2032,7304,0,22854,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22024.1,0.89,0.246,143.7,36.27208863
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.067,3/21/21,63640,43.5,22693,26452,27616,3759,4923,0.142,0.178,112,0.38,0.36,764,0.36,4519,0.28,19175,--------,-------,2653,7212,0,22966,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21972.6,0.84,0.246,143.7,44.31246618
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.068,3/21/21,63677,55.3,23001,26306,27285,3306,4284,0.126,0.157,113.3,0.41,0.38,985,0.34,5859,0.28,19967,--------,-------,3313,7971,0,23270,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22086.8,0.78,0.246,143.7,49.98549487
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.069,3/21/21,63714,67.1,23807,26761,27668,2955,3861,0.11,0.14,112.8,0.44,0.32,956,0.38,5560,0.3,21609,--------,-------,3447,8848,0,24073,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22727,0.73,0.246,143.7,52.94970258
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.070,3/21/21,63751,78.8,24406,27152,27983,2746,3576,0.101,0.128,112,0.44,0.32,1058,0.38,5847,0.3,21484,--------,-------,3678,9045,0,24656,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23175.7,0.69,0.246,143.7,57.09471521
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.071,3/21/21,63788,90.6,24668,27230,28026,2562,3357,0.094,0.12,106.6,0.4,0.29,912,0.36,4737,0.35,19638,--------,-------,3031,8797,0,24920,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,23380.1,0.67,0.246,143.7,61.09481738
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.072,3/21/21,63825,102.3,24221,26513,27246,2291,3025,0.086,0.111,113.3,0.46,0.27,889,0.39,5361,0.34,23470,--------,-------,3561,10355,0,24441,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22925.9,0.64,0.246,143.7,63.11352031
,M chamaeleon NRMC1802 (fed SM),1,"10uE, light, starved",starved,D,hm032121.073,3/21/21,63861,114.1,24250,26319,26960,2069,2710,0.079,0.101,111.2,0.47,0.31,1171,0.3,6031,0.39,21216,--------,-------,3580,10488,0,24446,0.01,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22884.7,0.6,0.246,143.7,64.66377512
