1d 2d 4d 7d
K25388 -0.093682846122927 -0.178866364783425 -0.223248136181328 -0.147294005459088
K05954 0.302967769620924 0.241723181763402 0.105623282029642 0.0918925543031714
K03574 -0.328972668533075 -0.405305819071612 -0.126010243786369 -0.0584747289208293
K05676 -0.0306222631238238 -0.0529056007472495 -0.0564998440881938 -0.203224932333642
K09493 0.385638151024187 0.280688878536636 0.0778060036338326 -0.0214261260866132
K00806 0.535920900195484 0.192062799884402 0.230543760906779 0.138696568814242
K03511 -0.172924262132037 -0.413376361670974 -0.108869042621823 -0.283006788972842
K01758 0.161067512655558 -0.0023334620601937 -0.193533179247781 -0.231080355172322
K14538 -0.0612493679564485 -0.0726727415870894 -0.167725850817682 -0.0699794787539483
K08813 0.00210885187847242 -0.178299091913085 -0.278144170967368 -0.301175600872827
K03652 0.37762191573474 0.16421927061003 0.164857586020179 0.321819119625602
K24226 -0.209416937910193 -0.0869518813227563 -0.107884198783036 -0.026241590194011
K19525 -0.195769873653431 -0.298743048385056 -0.274923264962882 -0.236778706285567
K07953 -0.0278325971149093 -0.00417763978926245 -0.0778838411091424 0.0539113807852393
K00326 -0.515887073562134 -0.388635838717402 -0.0900348114959622 0.0849307123840561
K19951 -0.74862736810601 -0.673428802902314 -0.0542572223106081 -0.0305843924753124
K15692 -0.267421593961644 -0.288685903333404 0.00154363196530975 -0.101189316338912
K24228 -0.330913568981335 -0.347471774368561 -0.277011366167397 -0.211238873249025
K18162 0.168047461254674 0.164645935771834 -0.0669318943058331 0.057243867718841
K14805 -0.100879161036108 0.0974894473580455 0.0342617229257717 -0.0416446417356032
K00294 0.124607209669303 0.151236211870984 -0.11392125940116 -0.11809265270546
K02133 0.0818635250022747 0.354961323814773 0.27048556077722 0.0500091231887321
K19054 -0.0310826498914276 0.111986210628237 0.437561501429708 0.491110806897809
K14566 -0.0503801460706918 0.142172479005866 0.243332736364488 0.337905526414138
K23539 0.0320929856145447 -0.0236236687235768 0.00352804022970565 0.122946410639233
K01188 0.172169881185629 -0.0264004390004969 -0.082409216577952 -0.156864487812223
K20285 -0.422982074935382 -0.343405745838903 -0.273493161985941 -0.129973911139287
K11927 -0.375646314281416 -0.209018479105042 -0.0190170524529009 -0.0350380019628153
K23574 -0.28370646456024 -0.394453506292605 -0.334422149701788 -0.258461207893254
K17943 1.89373239748364 1.24092526506609 0.711062673292521 -0.146870131958683
K06950 0.715083997949418 1.03050200809822 0.734150092886821 0.292852430777128
K17428 0.154464009025038 0.132438478147624 0.129607298848595 0.136517514685248
K02835 -0.400025439388932 -0.715006810182151 -0.589111546713789 -0.303315108573364
K06911 -0.852298898938405 -0.420405501609601 0.0885386057471037 0.145154858873905
K01178 0.292866295525419 0.502513542864084 0.33476620857552 0.410451259237927
K00327 0.303252127551488 0.217731597131283 0.166651664756967 0.131222990590484
K13181 -0.378614690935556 -0.580454205259755 -0.421197178547104 -0.215268463442756
K16803 -0.226004360889761 -0.329924518193802 -0.368549385977009 -0.292282529079466
K02014 -0.0431924164753723 -0.0644511562929083 -0.0321665576854292 0.0256023599817555
