1d 2d 4d 7d
K00717 1.75041106282602 1.29561559845488 1.61333798215503 1.2871099848285
K04855 0.0606373856688699 0.300589070708647 0.443346986062164 0.269850449491529
K00166 -0.901343578530337 -0.557970102476906 -2.71439197762553 -2.19736660713175
K14617 -0.0519693034597741 -0.494311188810744 -0.668227419931289 -0.374711082259291
K11416 -0.493823630372419 -0.309605463468579 -0.0561630758261319 -0.230006387660051
K24680 -2.72129782028597 -1.94007054908281 -0.68207944937437 0.226997554221818
K15117 1.67985349367107 1.71897686918144 0.757455091041975 0.950957737512106
K01778 -0.381526183572905 0.076356427907505 0.405014246659651 0.251548183595244
K05869 -1.65561215569969 -0.821278550019956 -0.850785274962631 -1.42442493934254
K14556 0.571743041402805 0.45484323092133 0.188377998712858 -0.176329762655009
K14475 0.109640727394748 0.311461549993277 -0.278963166693027 -0.226965151724371
K08244 1.8578197849001 1.97161759732694 1.55920914024416 0.53004210480013
